ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,region,notes
67586,Erika Leal Ramrez,F,23.0,172.0,55.0,Mexico,MEX,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,,Mexico,
96181,Lyubomir Svetoslavov Popov,M,30.0,184.0,81.0,Bulgaria,BUL,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,Bulgaria,
8833,Roberto Bautista Agut,M,28.0,183.0,76.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,,Spain,
51229,Sayed Muhammad Hussain,M,24.0,,,India,IND,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold,India,
25599,Robert Davidson,M,34.0,188.0,82.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's epee, Individual",,Australia,
39895,Arsen Gevorgyan,M,21.0,,,Armenia,ARM,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Half-Middleweight,,Armenia,
26581,Ren de Ribaupierre,M,39.0,,,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",,Switzerland,
45484,Han Song-I,F,27.0,186.0,65.0,South Korea,KOR,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,,South Korea,
37685,Philipp Frst,M,27.0,172.0,70.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,,Germany,
112684,Carlos Socias,M,20.0,174.0,72.0,Dominican Republic,DOM,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Middleweight,,Dominican Republic,
67730,"Matthew Hawks ""Matt"" LeCroy",M,20.0,185.0,102.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Bronze,USA,
2338,Hermenegildo Alberti,M,23.0,,,Argentina,ARG,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,Argentina,
99494,Ian Redmond,M,38.0,175.0,83.0,Zimbabwe,ZIM,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Free Pistol, 50 metres",,Zimbabwe,
20813,Gheorghe Chiper,M,23.0,176.0,72.0,Romania,ROU,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Men's Singles,,Romania,
73995,Rafa Malczewski,M,43.0,,,Poland,POL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",,Poland,
11433,David Bryce Bigham,M,21.0,175.0,72.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,,UK,
3656,Jos Andrs Anchondo Garca,M,29.0,185.0,75.0,Mexico,MEX,1992 Summer,1992,Summer,Barcelona,Archery,Archery Men's Team,,Mexico,
9747,Stefania Belmondo,F,29.0,158.0,45.0,Italy,ITA,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,,Italy,
25468,Naldo Miguel Dasso,M,25.0,171.0,68.0,Argentina,ARG,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Team",,Argentina,
103281,Vitaly Ivanovich Rudnitsky,M,21.0,164.0,61.0,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Individual All-Around,,Belarus,
106747,Luis Hctor Schenone,M,28.0,180.0,80.0,Argentina,ARG,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed Three Person Keelboat,,Argentina,
129020,Johnny Marion Watts,M,28.0,,,United States,USA,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Open Class,,USA,
65089,Kazuhiko Kurata,M,28.0,190.0,83.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Pairs,,Japan,
56676,Yasuhiro Kai,M,24.0,173.0,95.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Half-Heavyweight,,Japan,
3621,Gerasimos Anagnostou,M,,,,Greece,GRE,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Prone, 600 metres",,Greece,
14158,Adolphe Ren Bousquet,M,24.0,167.0,72.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,France,
27279,Juan Manuel Delgado y Hernndez de Tejada,M,28.0,,,Spain,ESP,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Team",,Spain,
82230,Norman Morrell,M,24.0,,,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Featherweight, Freestyle",,UK,
130317,Chris Wightman,M,21.0,192.0,84.0,Canada,CAN,1988 Winter,1988,Winter,Calgary,Luge,Luge Men's Singles,,Canada,
96545,Leah Jean Poulos-Mueller,F,24.0,170.0,59.0,United States,USA,1976 Winter,1976,Winter,Innsbruck,Speed Skating,Speed Skating Women's 500 metres,,USA,
104062,Hamilton Sabot,M,25.0,173.0,63.0,France,FRA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,,France,
37338,"Christopher Clive ""Chris"" Froome",M,27.0,185.0,69.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Road Race, Individual",,UK,
13785,Hassan Bosso,M,22.0,180.0,84.0,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,,Nigeria,
70782,Bo Urban Mikael Ljungberg,M,30.0,189.0,97.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,Sweden,
48415,James Hickman,M,24.0,180.0,74.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Butterfly,,UK,
93011,Peng Shuai,F,22.0,173.0,61.0,China,CHN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,,China,
80863,Igor Araujo Mogne,M,20.0,175.0,66.0,Mozambique,MOZ,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,,Mozambique,
74978,Stefano Margotti,M,36.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Free Pistol, 50 metres",,Italy,
135158,Damjan Zlatnar,M,30.0,185.0,82.0,Slovenia,SLO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 110 metres Hurdles,,Slovenia,
14831,Ingun Brechan (-Pettersen-),F,22.0,177.0,72.0,Norway,NOR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Double Sculls,,Norway,
56021,Christian Jourdain,M,21.0,170.0,64.0,France,FRA,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's Road Race, Individual",,France,
9649,Martin Neil Bell,M,27.0,180.0,82.0,Great Britain,GBR,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Combined,,UK,
106632,Dietmar Schauerhammer,M,32.0,188.0,89.0,East Germany-1,GDR,1988 Winter,1988,Winter,Calgary,Bobsleigh,Bobsleigh Men's Four,Silver,Germany,
55445,William Ralph Johnson,M,28.0,175.0,74.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's epee, Team",,UK,
112867,Flemming Bjarne Solberg,M,22.0,168.0,62.0,Norway,NOR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Floor Exercise,,Norway,
80156,Bruno Mingeon,M,30.0,180.0,90.0,France-1,FRA,1998 Winter,1998,Winter,Nagano,Bobsleigh,Bobsleigh Men's Two,,France,
88685,Anna Marta Olichwierczuk-Jesie,F,29.0,168.0,56.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,,Poland,
47457,Carl Marcus Joakim Hellner,M,24.0,183.0,75.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,Sweden,
120028,Stephan Thnnessen,M,26.0,196.0,86.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Team",,Germany,
42390,Joaquim Santa Maria Granger,M,24.0,,,Portugal,POR,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horse Vault,,Portugal,
130510,Sigrid Wille,F,28.0,168.0,55.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,,Germany,
100309,Eoin Rheinisch,M,24.0,182.0,73.0,Ireland,IRL,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Singles, Slalom",,Ireland,
127501,Mikhail Yakovlevich Voronin,M,23.0,170.0,65.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Silver,Russia,
51852,Ivan Ivanov Iliev,M,25.0,175.0,82.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Middleweight, Freestyle",,Bulgaria,
45830,Leonard Hanson,M,24.0,,,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Bronze,UK,
75461,Jacqueline Martel,F,25.0,,,France,FRA,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Women's Downhill,,France,
100734,Morten Louis Rieker,M,35.0,185.0,75.0,Norway,NOR,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Three Person Keelboat,,Norway,
118578,Alexander Taransky,M,27.0,180.0,73.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",,Australia,
77859,Kate McMeeken-Ruscoe,F,28.0,172.0,69.0,New Zealand,NZL,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,,New Zealand,
39646,Geovanni Deiberson Maurcio Gmez,M,20.0,171.0,69.0,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,,Brazil,
97376,Alessandro Puccini,M,23.0,172.0,74.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Foil, Team",,Italy,
65978,Bernard Laidebeur,M,22.0,180.0,75.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,France,
90906,Gregorio Paltrinieri,M,17.0,191.0,72.0,Italy,ITA,2012 Summer,2012,Summer,London,Swimming,"Swimming Men's 1,500 metres Freestyle",,Italy,
48777,Norio Hirate,M,27.0,180.0,80.0,Japan,JPN,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 1,000 metres",,Japan,
126542,Jhann Vilbergsson,M,28.0,,,Iceland,ISL,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,Iceland,
96036,Ashwini Ponnappa,F,26.0,165.0,59.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Doubles,,India,
49599,John Mark Holtom,M,26.0,188.0,84.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,,UK,
117085,Edwin Paul Swatek,M,19.0,,,Chicago Athletic Association-2,USA,1904 Summer,1904,Summer,St. Louis,Water Polo,Water Polo Men's Water Polo,Silver,USA,
10674,Alain Andr Louis Edmond Bernard,M,25.0,196.0,90.0,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,Bronze,France,
116499,Sun Wenyan,F,22.0,170.0,58.0,China,CHN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,China,
44344,Andrea Gyarmati (-Hesz),F,18.0,170.0,64.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Backstroke,Silver,Hungary,
125598,Fine Sani Vea,M,24.0,,81.0,Tonga,TGA,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Heavyweight,,Tonga,
96173,Aleksandr Vladimirovich Popov,M,24.0,200.0,87.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,Gold,Russia,
126295,Anette Viborg Andreasen,F,25.0,172.0,68.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,,Denmark,
130936,Walter Winans,M,56.0,,,United States,USA,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Moving Target, 25 yards",,USA,
131585,Teresa Guadalupe Worbis Aguilar,F,20.0,163.0,58.0,Mexico,MEX,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,,Mexico,
96610,Olesia Ivanivna Povkh,F,24.0,167.0,63.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,Ukraine,
112424,Trecia-Kaye Smith,F,28.0,185.0,76.0,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Triple Jump,,Jamaica,
36194,Dianne Rena Foote (-Moreland),F,17.0,167.0,,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,,New Zealand,
56348,Ricardo Jurado Narvez,M,28.0,165.0,50.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",,Spain,
51019,"Cee Kay ""Celeste"" Hung",F,16.0,168.0,59.0,Hong Kong,HKG,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Butterfly,,China,Hong Kong
37209,Richard Friesicke,M,20.0,,,Berliner Ruderclub Sport-Borussia-1,GER,1912 Summer,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,,Germany,
64339,Stephan Krger,M,19.0,187.0,86.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,,Germany,
44757,Sven Anders Fredrik Haglund,M,24.0,190.0,81.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Air Rifle, 10 metres",,Sweden,
104581,Gabriele Sala,M,20.0,165.0,60.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,,Italy,
48506,Yutaka Higuchi,M,22.0,172.0,60.0,Japan,JPN,1972 Winter,1972,Winter,Sapporo,Figure Skating,Figure Skating Men's Singles,,Japan,
104850,Olavi Vihtori Kalervo Salonen,M,26.0,174.0,74.0,Finland,FIN,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",,Finland,
58069,Fritz Kaufmann,M,26.0,175.0,,Switzerland,SUI,1932 Winter,1932,Winter,Lake Placid,Nordic Combined,Nordic Combined Men's Individual,,Switzerland,
52808,Ivan Ivanov,M,24.0,177.0,64.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,Russia,
12968,"Thomas Patrick ""Tom"" Bolger",M,23.0,,,Australia,AUS,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Middleweight, Freestyle",,Australia,
124903,Martial Albert Fowler Van Schelle,M,20.0,170.0,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 100 metres Freestyle,,Belgium,
50349,Jens Howe,M,27.0,180.0,68.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Individual",,Germany,
131948,Ian Wynne,M,30.0,184.0,81.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",,UK,
43868,Dilara Buse Gnaydn,F,23.0,170.0,57.0,Turkey,TUR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,,Turkey,
108533,Nikolay Grigoryevich Semenyako,M,25.0,179.0,76.0,Belarus,BLR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,,Belarus,
51903,Stefan Ilsanker,M,22.0,185.0,80.0,West Germany-2,FRG,1988 Winter,1988,Winter,Calgary,Luge,Luge Mixed (Men)'s Doubles,,Germany,
40649,Marte Hie Gjefsen,F,20.0,169.0,,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Ski Cross,,Norway,
117074,Emmett Oscar Swanson,M,46.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",,USA,
33209,Rodolfo Marcelo Espinal Paniagua,M,23.0,175.0,78.0,Honduras,HON,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,,Honduras,
88218,Tensen Ogyu,M,50.0,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",,Japan,
69497,Li Tiansheng,M,30.0,168.0,59.0,China,CHN,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,,China,
31084,Gustaf Peder Wilhelm Dyrssen,M,44.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's epee, Individual",,Sweden,
118034,Miho Takenaka,F,15.0,152.0,42.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,,Japan,
70696,Liu Yumei,F,23.0,175.0,70.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Women's Handball,Bronze,China,
28985,Luminia Liliana Dobrescu,F,25.0,180.0,70.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Freestyle,,Romania,
99299,Jean-Luc Razakarivony,M,28.0,190.0,82.0,Madagascar,MAD,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Breaststroke,,Madagascar,
27119,Alfredo Del Francia,M,28.0,171.0,59.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Foil, Team",,Italy,
135180,Gnther Zobernig,M,20.0,,,Austria,AUT,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 100 metres Freestyle,,Austria,
73613,Erika Mahringer (-Spie),F,23.0,,,Austria,AUT,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Women's Combined,Bronze,Austria,
73794,Mamman Makama,M,21.0,174.0,72.0,Nigeria,NGR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,Nigeria,
15823,Federico Bruno,M,23.0,185.0,66.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,,Argentina,
124040,Camila Valle Granados,F,21.0,160.0,60.0,Peru,PER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,,Peru,
72360,Klas Julius Lundstrm,M,23.0,180.0,72.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Cross-Country, Individual",,Sweden,
4396,Henrique Maria Ulrich Anjos,M,32.0,172.0,85.0,Portugal,POR,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Keelboat,,Portugal,
101614,"Richard Peter ""Dick"" Rodenhiser",M,23.0,173.0,70.0,United States,USA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,USA,
59999,Kim I-Yong,M,22.0,167.0,54.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,,South Korea,
60329,Kim Yeong-Ho,M,25.0,180.0,70.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Foil, Individual",,South Korea,
36356,"Timothy Charles ""Tim"" Forsyth",M,18.0,199.0,78.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's High Jump,Bronze,Australia,
32517,"Matthew D. ""Matt"" Emmons",M,27.0,175.0,84.0,United States,USA,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver,USA,
88708,Roc Oliva Isern,M,23.0,180.0,78.0,Spain,ESP,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,,Spain,
92739,Taavi Peetre,M,25.0,192.0,125.0,Estonia,EST,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,,Estonia,
53530,Brian G. Jamieson,M,27.0,193.0,95.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Quadruple Sculls,Silver,USA,
87012,Denise Norton (-Wangel),F,18.0,,,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 100 metres Freestyle,,Australia,
24268,Keith John Cullen,M,24.0,177.0,61.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 3,000 metres Steeplechase",,UK,
78670,Nurlan Zhaybergenovich Mendygaliyev,M,27.0,192.0,95.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Bronze,Russia,
8241,Konrad Bartelski,M,25.0,178.0,72.0,Great Britain,GBR,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Downhill,,UK,
57814,Tams Kss,M,20.0,200.0,94.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,,Hungary,
109357,Samwel Kwaangu Shauri,M,22.0,,,Tanzania,TAN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",,Tanzania,
21130,Sermbhan Chongrak,M,26.0,160.0,54.0,Thailand,THA,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Bantamweight,,Thailand,
64336,"Luise Martha ""Lies"" Krger",F,21.0,166.0,54.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's Javelin Throw,Silver,Germany,
49191,Ludwig von Hofmann,M,66.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",,Germany,
124878,"Elisabet ""Elsbeth"" van Rooy-Vink",F,35.0,173.0,54.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Women's Mountainbike, Cross-Country",,Netherlands,
60266,Kim Su-Gyeong,F,23.0,160.0,63.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Middleweight,,South Korea,
41768,Stepan Gorbachov,M,28.0,171.0,63.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,,Kazakhstan,
93605,Kasey Perry-Glass,F,28.0,163.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,USA,
100928,Silvia Rinka (-Madeja),F,17.0,172.0,65.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Breaststroke,,Germany,
8350,Daniela Brtov (-Breckov),F,18.0,163.0,64.0,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Balance Beam,,Czech Republic,
56252,Allan Julie,M,39.0,181.0,91.0,Seychelles,SEY,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Heavyweight Dinghy,,Seychelles,
70364,Marie-Louise Jean Josphine Linssen-Vaessen,F,20.0,,,Netherlands,NED,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,Bronze,Netherlands,
53609,Jang Dok-Ryong,M,26.0,158.0,51.0,North Korea,PRK,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Flyweight, Freestyle",,North Korea,
132138,Yadamsrengiin Tuyaa,F,20.0,154.0,52.0,Mongolia,MGL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Balance Beam,,Mongolia,
7101,"Ani Stoyanova ""Anka"" Bakova",F,23.0,175.0,75.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze,Bulgaria,
18167,Kelsey Card,F,23.0,178.0,116.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,,USA,
132818,Semyon Andreyevich Yelistratov,M,23.0,175.0,70.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,,Russia,
13410,Dezs Bordn,M,25.0,174.0,65.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse,,Hungary,
56894,"Margit Virginia Margareta ""Maggie"" Kalka (Henrichson-)",F,39.0,,,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Women's Foil, Individual",,Finland,
134243,Monika Zehrt (-Landgraf),F,19.0,168.0,56.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 400 metres,Gold,Germany,
76428,Flix Mathieu,M,30.0,168.0,65.0,France,FRA,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,,France,
50029,Leslie Noel Horsfield,M,42.0,,,Yeoman V,RSA,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed 5.5 metres,,South Africa,
87525,Matti Ensio Nyknen (-Paanala),M,24.0,177.0,54.0,Finland,FIN,1988 Winter,1988,Winter,Calgary,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold,Finland,
111340,Jaroslav p,M,21.0,180.0,,Czechoslovakia,TCH,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,,Czech Republic,
33618,Thomas Fabbiano,M,27.0,173.0,70.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,,Italy,
